[sound:s8-0001_早く起きた。.mp3]	<b>(早)</b> <br> 早く起きた。<br> はやくおきた。 <br> I woke up early.			
[sound:s8-6401_氷河の氷が溶けて水になった。.mp3]	<b>(氷河)</b> <br> 氷河の氷が溶けて水になった。<br> ひょうがのこおりがとけてみずになった。 <br> The ice from the glacier melted and turned into water.			
[sound:s8-6402_川の河岸に家が建っています。.mp3]	<b>(河岸)</b> <br> 川の河岸に家が建っています。<br> かわのかしがんにいえがたっています。 <br> Houses are built along the riverbank.			
[sound:s8-6403_遣唐使は唐との交流を促進した。.mp3]	<b>(遣)</b> <br> 遣唐使は唐との交流を促進した。<br> けんとうしはからとのこうりゅうをそくしんした。 <br> The envoy to Tang promoted exchanges with Tang dynasty.			
[sound:s8-6404_彼は海外に派遣されました。.mp3]	<b>(派遣)</b> <br> 彼は海外に派遣されました。<br> かれはかいがいにはけんされました。 <br> He was dispatched overseas.			
[sound:s8-6405_子供たちは毎週小遣いをもらう。.mp3]	<b>(小遣い)</b> <br> 子供たちは毎週小遣いをもらう。<br> こどもたちはまいしゅうこづかいをもらう。 <br> The children receive pocket money every week.			
[sound:s8-6406_探検隊は先遣隊を派遣した。.mp3]	<b>(先遣)</b> <br> 探検隊は先遣隊を派遣した。<br> たんけんたいはせんけんたいをはけんした。 <br> The expedition sent out a reconnaissance team.			
[sound:s8-6407_無駄遣いをしないように節約しましょう。.mp3]	<b>(無駄遣い)</b> <br> 無駄遣いをしないように節約しましょう。<br> むだづかいをしないようにせつやくしましょう。 <br> Let's save money and avoid wasting it.			
[sound:s8-6408_彼の言葉遣いはとても丁寧です。.mp3]	<b>(言葉遣い)</b> <br> 彼の言葉遣いはとても丁寧です。<br> かれのことばづかいはとてもていねいです。 <br> His choice of words is very polite.			
[sound:s8-6409_彼はいつも周りの人の気遣いをしています。.mp3]	<b>(気遣い)</b> <br> 彼はいつも周りの人の気遣いをしています。<br> かれはいつもまわりのひとのきづかいをしています。 <br> He always cares for the people around him.			
[sound:s8-6410_彼女は友達への心遣いが素晴らしい。.mp3]	<b>(心遣い)</b> <br> 彼女は友達への心遣いが素晴らしい。<br> かのじょはともだちへのこころづかいがすばらしい。 <br> Her consideration for her friends is wonderful.			
[sound:s8-6411_遣唐使は日本と唐の交流を深めた。.mp3]	<b>(遣唐使)</b> <br> 遣唐使は日本と唐の交流を深めた。<br> けんとうしはにほんとからのこうりゅうをふかめた。 <br> The envoy to Tang strengthened the relationship between Japan and Tang dynasty.			
[sound:s8-6412_彼は人形遣いとして有名です。.mp3]	<b>(人形遣い)</b> <br> 彼は人形遣いとして有名です。<br> かれはにんぎょうづかいとしてゆうめいです。 <br> He is famous as a puppeteer.			
[sound:s8-6413_彼女はいつも私を気遣ってくれる。.mp3]	<b>(気遣う)</b> <br> 彼女はいつも私を気遣ってくれる。<br> かのじょはいつもわたしをきづかってくれる。 <br> She always looks out for me.			
[sound:s8-6414_航空便で旅行するのが便利です。.mp3]	<b>(航)</b> <br> 航空便で旅行するのが便利です。<br> こうくうびんでりょこうするのがべんりです。 <br> Traveling by air is convenient.			
[sound:s8-6415_航空会社はチケットを提供しています。.mp3]	<b>(航空)</b> <br> 航空会社はチケットを提供しています。<br> こうくうがいしゃはチケットをていきょうしています。 <br> The airline provides tickets.			
[sound:s8-6416_空港には多くの航空機が着陸しています。.mp3]	<b>(航空機)</b> <br> 空港には多くの航空機が着陸しています。<br> くうこうにはおおくのこうくうきがちゃくりくしています。 <br> Many aircraft are landing at the airport.			
[sound:s8-6417_日航は安全性の高い航空会社です。.mp3]	<b>(日航)</b> <br> 日航は安全性の高い航空会社です。<br> にっこうはあんぜんせいのたかいこうくうがいしゃです。 <br> Japan Airlines (JAL) is a highly safe airline.			
[sound:s8-6418_日本航空は日本のフラッグキャリアです。.mp3]	<b>(日本航空)</b> <br> 日本航空は日本のフラッグキャリアです。<br> にほんこうくうはにほんのフラッグキャリアです。 <br> Japan Airlines is the flag carrier of Japan.			
[sound:s8-6419_台風のため、便が欠航となりました。.mp3]	<b>(運航)</b> <br> 台風のため、便が欠航となりました。<br> たいふうのため、びんがけっこうとなりました。 <br> Flights were canceled due to the typhoon.			
[sound:s8-6420_古代航海士たちは星を頼りに航海しました。.mp3]	<b>(航海)</b> <br> 古代航海士たちは星を頼りに航海しました。<br> こだいこうかいしたちはほしあしをたよりにこうかいしました。 <br> Ancient navigators relied on the stars for navigation.			
[sound:s8-6421_彼はビザを取得して渡航しました。.mp3]	<b>(渡航)</b> <br> 彼はビザを取得して渡航しました。<br> かれはビザをしゅとくしてとこうしました。 <br> He obtained a visa and traveled abroad.			
[sound:s8-6422_その船は悪天候で難航しました。.mp3]	<b>(難航)</b> <br> その船は悪天候で難航しました。<br> そのふねはあくてんこうでなんこうしました。 <br> The ship encountered rough weather and had difficulty sailing.			
[sound:s8-6423_航行中にトラブルが発生しました。.mp3]	<b>(航行)</b> <br> 航行中にトラブルが発生しました。<br> こうこうちゅうにトラブルがはっせいしました。 <br> Trouble occurred during the voyage.			
[sound:s8-6424_この航路は商業船がよく利用します。.mp3]	<b>(航路)</b> <br> この航路は商業船がよく利用します。<br> このこうろはしょうぎょうせんがよくりようします。 <br> This route is frequently used by commercial ships.			
[sound:s8-6425_抗議活動が市民の注目を集めています。.mp3]	<b>(抗)</b> <br> 抗議活動が市民の注目を集めています。<br> こうぎかつどうがしみんのちゅうもくをあつめています。 <br> Protest activities are attracting attention from the public.			
[sound:s8-6426_彼女は強い抵抗を示した。.mp3]	<b>(抵抗)</b> <br> 彼女は強い抵抗を示した。<br> かのじょはつよいていこうをしめした。 <br> She showed strong resistance.			
[sound:s8-6427_市民たちは政府に抗議しています。.mp3]	<b>(抗議)</b> <br> 市民たちは政府に抗議しています。<br> しみんたちはせいふにこうぎしています。 <br> Citizens are protesting against the government.			
[sound:s8-6428_その国は敵に抗戦した。.mp3]	<b>(抗戦)</b> <br> その国は敵に抗戦した。<br> そのくにはてきにこうせんした。 <br> The country resisted against the enemy.			
[sound:s8-6429_彼は高い抵抗力を持っています。.mp3]	<b>(抵抗力)</b> <br> 彼は高い抵抗力を持っています。<br> かれはたかいていこうりょくをもっています。 <br> He has a strong resistance.			
[sound:s8-6430_彼女は抗体を持っていますか？.mp3]	<b>(抗体)</b> <br> 彼女は抗体を持っていますか？	かのじょはこうたいをもっていますか？ <br> Does she have antibodies? <br> 		
[sound:s8-6431_この薬は抗生物質です。.mp3]	<b>(抗生物質)</b> <br> この薬は抗生物質です。<br> このくすりはこうせいぶっしつです。 <br> This medicine is an antibiotic.			
[sound:s8-6432_抗体がウイルスと戦っています。.mp3]	<b>(抗体)</b> <br> 抗体がウイルスと戦っています。<br> こうたいがウイルスとたたかっています。 <br> Antibodies are fighting against the virus.			
[sound:s8-6433_彼は抗戦を続けている。.mp3]	<b>(抗戦)</b> <br> 彼は抗戦を続けている。<br> かれはこうせんをつづけている。 <br> He continues to resist.			
[sound:s8-6434_彼は抗日運動に参加しています。.mp3]	<b>(抗日)</b> <br> 彼は抗日運動に参加しています。<br> かれはこうにちうんどうにさんかしています。 <br> He participates in the anti-Japanese movement.			
[sound:s8-6435_彼は抗告の準備をしています。.mp3]	<b>(抗告)</b> <br> 彼は抗告の準備をしています。<br> かれはこうこくのじゅんびをしています。 <br> He is preparing an appeal.			
[sound:s8-6436_この抗原は免疫反応を引き起こします。.mp3]	<b>(抗原)</b> <br> この抗原は免疫反応を引き起こします。<br> このこうげんはめんえきはんのうをひきおこします。 <br> This antigen triggers an immune response.			
[sound:s8-6437_彼女は冷たい態度をとった。.mp3]	<b>(冷)</b> <br> 彼女は冷たい態度をとった。<br> かのじょはつめたいたいどをとった。 <br> She took a cold attitude.			
[sound:s8-6438_冷戦時代には東西の対立が激化しました。.mp3]	<b>(冷戦)</b> <br> 冷戦時代には東西の対立が激化しました。<br> れいせんじだいにはとうざいのたいりつがげきかしました。 <br> The Cold War era saw an intensification of East-West confrontation.			
[sound:s8-6439_彼は冷静な判断を下しました。.mp3]	<b>(冷静)</b> <br> 彼は冷静な判断を下しました。<br> かれはれいせいなはんだんをくだしました。 <br> He made a calm judgment.			
[sound:s8-6440_彼女の視線は冷ややかだった。.mp3]	<b>(冷ややか)</b> <br> 彼女の視線は冷ややかだった。<br> かのじょのしせんはひややかだった。 <br> Her gaze was cold.			
[sound:s8-6441_エンジンの冷却が必要です。.mp3]	<b>(冷却)</b> <br> エンジンの冷却が必要です。<br> えんじんのれいきゃくがひつようです。 <br> The engine needs cooling.			
[sound:s8-6442_食品を冷蔵庫に入れました。.mp3]	<b>(冷蔵庫)</b> <br> 食品を冷蔵庫に入れました。<br> しょくひんをれいぞうこにいれました。 <br> I put the food in the refrigerator.			
[sound:s8-6443_今日は冷えますね。.mp3]	<b>(冷え)</b> <br> 今日は冷えますね。<br> きょうはひえますね。 <br> It's cold today, isn't it?			
[sound:s8-6444_この食品は冷凍保存できます。.mp3]	<b>(冷凍)</b> <br> この食品は冷凍保存できます。<br> このしょくひんはれいとうほぞんできます。 <br> This food can be frozen.			
[sound:s8-6445_今年は冷夏だった。.mp3]	<b>(冷夏)</b> <br> 今年は冷夏だった。<br> ことしはれいかつだった。 <br> This year was a cool summer.			
[sound:s8-6446_部屋に冷房をつけてください。.mp3]	<b>(冷房)</b> <br> 部屋に冷房をつけてください。<br> へやにれいぼうをつけてください。 <br> Please turn on the air conditioner in the room.			
[sound:s8-6447_冷害が作物に影響を与えた。.mp3]	<b>(冷害)</b> <br> 冷害が作物に影響を与えた。<br> れいがいがさくもつにえいきょうをあたえた。 <br> The cold damage affected the crops.			
[sound:s8-6448_彼は木の模様を描いた。.mp3]	<b>(模)</b> <br> 彼は木の模様を描いた。<br> かれはきのもようをえがいた。 <br> He drew a pattern of wood.			
[sound:s8-6449_その地震の規模は大きかった。.mp3]	<b>(規模)</b> <br> その地震の規模は大きかった。<br> そのじしんのきぼはおおきかった。 <br> The scale of the earthquake was large.			
